dest room,bill room,date,time,#orders,menu id
restaurant,S48,16-03-15,2:43:00 PM,2,5
S48,S48,16-03-20,3:44:00 PM,4,9
restaurant,S50,16-03-19,1:00:00 AM,4,13
restaurant,S50,16-03-17,4:53:00 PM,2,6
restaurant,L6,16-03-04,7:04:00 AM,3,4
restaurant,S56,16-01-07,6:33:00 PM,2,7
restaurant,L18,16-01-27,3:47:00 PM,2,3
L19,L19,16-01-28,9:05:00 AM,4,0
L20,L20,16-01-15,2:47:00 AM,1,4
restaurant,S27,16-02-26,9:45:00 AM,5,12
S29,S29,16-02-29,8:40:00 PM,1,6
restaurant,S30,16-02-28,6:01:00 PM,2,12
restaurant,S31,16-02-29,11:35:00 AM,5,14
restaurant,S111,16-01-12,1:16:00 AM,5,13
restaurant,S111,16-01-18,2:04:00 PM,3,7
S29,S29,16-01-24,2:09:00 AM,2,9
S29,S29,16-01-22,1:48:00 PM,3,6
S30,S30,16-01-29,2:07:00 PM,3,14
restaurant,S30,16-01-26,8:18:00 PM,4,11
restaurant,S52,16-03-17,4:00:00 PM,4,5
restaurant,S52,16-03-18,5:08:00 AM,4,8
L29,L29,16-02-29,8:42:00 AM,3,2
L29,L29,16-02-28,6:02:00 PM,5,4
restaurant,L29,16-03-07,11:35:00 PM,3,12
L29,L29,16-03-06,8:30:00 PM,2,6
restaurant,L30,16-02-29,7:21:00 PM,1,10
restaurant,L30,16-03-05,12:37:00 PM,2,0
restaurant,L30,16-03-01,12:27:00 PM,3,1
restaurant,L31,16-03-08,6:00:00 PM,5,12
L31,L31,16-03-04,3:03:00 PM,4,14
L13,L13,16-02-17,7:00:00 PM,1,8
restaurant,N100,16-03-16,5:59:00 PM,5,7
restaurant,S34,16-02-12,7:52:00 AM,2,6
restaurant,S34,16-02-17,2:25:00 PM,2,9
restaurant,S35,16-02-17,2:07:00 PM,2,11
restaurant,S35,16-02-18,3:52:00 PM,1,1
S57,S57,16-01-07,11:20:00 AM,4,7
restaurant,S58,16-01-07,6:42:00 AM,5,0
L21,L21,16-02-17,11:47:00 AM,3,2
L21,L21,16-02-08,9:15:00 PM,1,15
L21,L21,16-02-13,10:52:00 PM,4,2
restaurant,L21,16-02-09,6:16:00 AM,5,11
restaurant,L21,16-02-09,1:41:00 PM,2,15
restaurant,L21,16-02-16,10:18:00 AM,5,15
L21,L21,16-02-13,7:37:00 AM,2,10
restaurant,L30,16-03-25,11:28:00 AM,4,5
L30,L30,16-03-23,12:25:00 AM,1,2
restaurant,L30,16-03-23,4:51:00 AM,3,4
restaurant,L30,16-03-20,2:59:00 PM,4,6
restaurant,L30,16-03-23,4:41:00 PM,3,7
restaurant,L30,16-03-19,9:07:00 AM,3,10
restaurant,L30,16-03-22,8:34:00 PM,1,12
N35,N35,16-03-16,7:13:00 AM,2,3
N83,N83,16-03-15,1:55:00 AM,2,15
restaurant,S112,16-01-14,12:43:00 PM,1,14
S70,S70,16-03-20,7:42:00 PM,3,4
S42,S42,16-02-03,12:44:00 PM,1,2
restaurant,S43,16-02-01,2:10:00 AM,5,13
L19,L19,16-02-02,10:28:00 PM,5,0
restaurant,L1,16-01-05,12:27:00 PM,2,11
restaurant,S31,16-03-26,1:22:00 PM,4,0
restaurant,N70,16-02-04,2:35:00 PM,1,3
N71,N71,16-02-12,1:39:00 AM,3,10
L14,L14,16-03-21,12:33:00 PM,3,3
restaurant,L14,16-03-22,1:23:00 AM,1,15
restaurant,L42,16-03-10,9:37:00 PM,3,10
restaurant,S113,16-01-09,10:15:00 PM,1,15
restaurant,S113,16-01-10,6:22:00 AM,4,8
restaurant,S113,16-01-10,3:05:00 PM,5,3
restaurant,L17,16-01-20,6:02:00 AM,1,5
L21,L21,16-01-20,7:59:00 AM,1,8
L21,L21,16-01-20,4:53:00 PM,1,7
restaurant,L22,16-02-04,11:33:00 AM,2,10
L22,L22,16-02-09,8:51:00 AM,5,12
restaurant,S30,16-02-02,8:05:00 PM,5,8
L19,L19,16-02-06,9:32:00 AM,2,7
X22,X22,16-02-07,3:11:00 PM,5,11
restaurant,L25,16-01-10,10:53:00 PM,1,4
L25,L25,16-01-07,9:11:00 AM,5,7
restaurant,L25,16-01-06,8:57:00 AM,4,9
L20,L20,16-01-31,3:46:00 PM,5,4
L28,L28,16-03-17,4:37:00 AM,5,6
L28,L28,16-03-17,10:11:00 AM,3,1
restaurant,L28,16-03-16,1:49:00 PM,1,8
restaurant,L29,16-03-18,6:46:00 PM,4,11
S50,S50,16-03-04,3:01:00 PM,1,15
S53,S53,16-03-17,6:40:00 AM,5,14
S58,S58,16-03-18,11:52:00 AM,4,2
restaurant,S63,16-03-18,6:59:00 PM,1,1
restaurant,L26,16-01-16,4:23:00 PM,2,5
S69,S69,16-03-13,11:51:00 PM,4,2
S49,S49,16-01-29,5:57:00 PM,4,3
L27,L27,16-01-26,4:41:00 PM,1,14
L27,L27,16-01-25,12:49:00 PM,3,13
restaurant,L27,16-01-23,5:47:00 PM,4,9
restaurant,L27,16-01-21,7:05:00 PM,1,2
L27,L27,16-01-25,10:45:00 AM,4,2
L30,L30,16-03-19,6:26:00 AM,5,13
L30,L30,16-03-20,4:33:00 PM,3,5
S29,S29,16-03-21,10:35:00 AM,1,9
S30,S30,16-03-20,4:12:00 AM,2,10
S53,S53,16-01-30,8:46:00 AM,3,6
restaurant,S71,16-01-29,11:03:00 PM,4,14
S72,S72,16-01-28,3:49:00 AM,2,1
restaurant,S67,16-03-26,3:32:00 AM,1,6
restaurant,S68,16-03-29,7:20:00 PM,4,5
restaurant,S91,16-03-27,8:09:00 AM,5,9
S92,S92,16-03-29,3:40:00 PM,3,2
restaurant,D35,16-03-09,3:46:00 AM,1,8
restaurant,L16,16-02-25,4:17:00 AM,1,5
L28,L28,16-01-23,8:05:00 AM,1,4
restaurant,L4,16-03-27,8:20:00 PM,5,2
restaurant,L10,16-03-03,3:19:00 PM,4,15
L26,L26,16-01-15,11:25:00 PM,2,8
restaurant,L26,16-01-16,9:14:00 PM,2,11
restaurant,L26,16-01-14,4:26:00 PM,4,10
restaurant,S25,16-01-07,8:59:00 AM,5,4
restaurant,S27,16-01-06,1:06:00 PM,5,11
restaurant,X20,16-03-12,1:23:00 PM,1,14
L27,L27,16-01-11,12:02:00 AM,1,8
restaurant,L27,16-01-18,9:31:00 PM,4,13
restaurant,L27,16-01-11,2:24:00 AM,5,9
L27,L27,16-01-18,3:03:00 AM,4,11
L27,L27,16-01-16,12:32:00 AM,1,5
restaurant,L28,16-01-12,4:27:00 AM,1,15
L28,L28,16-01-15,11:55:00 AM,5,5
restaurant,L28,16-01-09,5:45:00 AM,3,6
restaurant,L28,16-01-12,6:23:00 AM,3,6
restaurant,L28,16-01-16,5:11:00 PM,5,2
restaurant,L28,16-01-18,9:09:00 AM,2,8
L13,L13,16-02-05,10:08:00 AM,2,5
restaurant,S33,16-02-25,2:49:00 PM,1,14
X31,X31,16-03-27,10:34:00 PM,1,13
restaurant,S29,16-01-06,6:25:00 PM,2,4
restaurant,S30,16-01-07,6:29:00 AM,4,9
L29,L29,16-01-26,2:36:00 AM,3,2
L29,L29,16-01-28,11:20:00 AM,4,3
L29,L29,16-01-24,11:55:00 PM,1,3
L30,L30,16-01-26,5:11:00 AM,3,7
L30,L30,16-01-25,10:18:00 PM,5,1
restaurant,L30,16-01-31,8:48:00 AM,5,0
restaurant,L30,16-01-30,9:25:00 AM,5,8
L30,L30,16-01-31,12:06:00 PM,2,10
L30,L30,16-01-24,11:23:00 PM,1,4
restaurant,L29,16-01-14,9:32:00 AM,4,0
restaurant,L29,16-01-14,12:55:00 AM,5,4
restaurant,L29,16-01-08,12:17:00 PM,3,9
S81,S81,16-02-15,5:00:00 PM,3,13
restaurant,S82,16-02-11,10:09:00 AM,1,2
S82,S82,16-02-14,3:03:00 AM,5,3
restaurant,S35,16-01-07,5:46:00 AM,4,14
restaurant,S35,16-01-05,1:20:00 PM,5,0
restaurant,S36,16-01-02,1:05:00 PM,1,13
restaurant,S36,16-01-10,5:16:00 AM,2,7
S34,S34,16-02-26,7:33:00 PM,1,6
S35,S35,16-02-27,3:54:00 AM,4,11
restaurant,S36,16-02-29,2:58:00 AM,3,8
restaurant,S54,16-02-09,9:07:00 PM,1,0
restaurant,S55,16-02-10,4:27:00 PM,1,8
restaurant,L13,16-02-14,12:56:00 AM,1,11
restaurant,L13,16-02-14,6:21:00 AM,5,0
N69,N69,16-03-03,3:16:00 AM,2,10
S35,S35,16-03-31,5:00:00 AM,3,4
restaurant,S35,16-03-31,9:15:00 AM,1,0
restaurant,S36,16-03-30,5:03:00 AM,2,11
L32,L32,16-03-17,2:39:00 PM,2,11
restaurant,S38,16-04-04,2:47:00 PM,2,9
restaurant,S39,16-04-01,9:08:00 PM,2,3
S90,S90,16-01-10,1:00:00 PM,4,2
S93,S93,16-01-07,5:57:00 PM,2,0
L33,L33,16-03-16,6:52:00 AM,2,1
restaurant,S96,16-03-20,4:28:00 AM,1,14
restaurant,S97,16-03-19,7:59:00 AM,3,12
S38,S38,16-02-23,5:50:00 AM,4,3
restaurant,L5,16-01-21,12:29:00 AM,3,14
L15,L15,16-02-03,8:01:00 PM,3,9
restaurant,S43,16-02-24,6:26:00 AM,3,6
S44,S44,16-02-23,11:21:00 AM,5,2
S46,S46,16-02-22,12:09:00 AM,3,15
restaurant,L18,16-02-25,3:01:00 PM,4,8
L19,L19,16-02-25,5:48:00 PM,2,12
restaurant,L15,16-02-16,5:52:00 AM,5,8
restaurant,L15,16-02-11,7:43:00 PM,1,8
L15,L15,16-02-14,12:37:00 PM,3,4
restaurant,L15,16-02-16,8:41:00 AM,4,15
restaurant,L15,16-02-12,9:44:00 PM,5,2
restaurant,L15,16-02-12,4:44:00 AM,1,6
L24,L24,16-02-03,2:01:00 PM,1,8
restaurant,S87,16-02-10,12:09:00 AM,2,8
L5,L5,16-03-06,7:58:00 PM,1,14
restaurant,L5,16-03-04,11:06:00 PM,1,10
S47,S47,16-02-24,10:11:00 PM,1,5
S48,S48,16-02-23,1:27:00 AM,1,3
restaurant,S49,16-02-26,2:42:00 AM,3,10
restaurant,S50,16-02-20,9:08:00 AM,4,4
restaurant,S50,16-02-20,7:12:00 PM,2,12
restaurant,L31,16-01-20,2:35:00 PM,2,11
L31,L31,16-01-21,4:54:00 PM,5,5
restaurant,L31,16-01-26,12:09:00 AM,2,11
L31,L31,16-01-21,1:06:00 PM,5,15
restaurant,S56,16-03-02,12:46:00 PM,1,11
restaurant,S57,16-03-07,1:55:00 AM,5,7
S57,S57,16-03-13,9:32:00 AM,3,0
restaurant,S57,16-03-03,4:44:00 AM,3,11
L25,L25,16-01-18,4:48:00 PM,5,14
restaurant,L25,16-01-16,6:53:00 AM,1,6
restaurant,L22,16-01-31,6:33:00 PM,5,9
L22,L22,16-01-26,7:30:00 AM,1,0
restaurant,L22,16-01-27,1:32:00 PM,5,15
L17,L17,16-02-21,3:36:00 AM,2,15
restaurant,S36,16-02-15,10:12:00 AM,1,4
restaurant,S100,16-03-22,8:11:00 AM,2,4
S102,S102,16-03-25,4:15:00 PM,2,9
restaurant,S103,16-03-24,8:47:00 PM,4,3
restaurant,S104,16-03-23,1:05:00 AM,4,11
restaurant,L31,16-03-23,4:24:00 PM,5,5
L31,L31,16-03-22,10:21:00 AM,3,5
restaurant,L31,16-03-18,12:36:00 PM,3,6
L16,L16,16-03-21,4:14:00 AM,2,10
restaurant,L23,16-03-21,1:48:00 PM,3,10
restaurant,S40,16-01-22,9:06:00 AM,4,14
N72,N72,16-01-14,9:41:00 PM,5,0
L32,L32,16-01-21,3:28:00 AM,4,12
restaurant,L32,16-01-21,1:01:00 AM,2,2
L6,L6,16-03-12,4:15:00 AM,4,4
restaurant,L6,16-03-14,4:35:00 AM,1,13
restaurant,L6,16-03-12,9:18:00 AM,1,7
S58,S58,16-03-08,2:58:00 PM,1,15
L32,L32,16-03-06,12:09:00 AM,3,2
restaurant,L32,16-03-06,5:55:00 PM,5,9
restaurant,L33,16-03-07,3:55:00 PM,4,12
restaurant,L33,16-03-07,7:52:00 PM,4,1
N63,N63,16-01-01,11:04:00 AM,3,15
restaurant,L35,16-03-15,8:54:00 AM,5,10
L36,L36,16-03-18,6:43:00 PM,4,4
restaurant,L36,16-03-15,7:26:00 AM,1,14
N25,N25,16-01-28,10:04:00 PM,1,5
restaurant,D28,16-02-13,4:06:00 PM,5,11
restaurant,L30,16-01-09,7:33:00 AM,5,8
L30,L30,16-01-10,8:47:00 AM,1,1
restaurant,L30,16-01-11,11:37:00 PM,1,14
L30,L30,16-01-13,9:52:00 AM,5,9
L30,L30,16-01-14,3:59:00 PM,4,13
restaurant,L30,16-01-14,8:58:00 PM,4,5
restaurant,L30,16-01-08,7:46:00 PM,1,4
restaurant,L16,16-02-16,6:34:00 PM,1,9
restaurant,L16,16-02-19,12:22:00 PM,5,11
L16,L16,16-02-20,11:48:00 PM,3,5
restaurant,L18,16-02-20,4:28:00 PM,3,13
restaurant,L18,16-02-18,7:49:00 PM,3,15
L18,L18,16-02-17,10:23:00 AM,1,12
restaurant,L33,16-01-23,10:20:00 PM,5,15
restaurant,L19,16-02-15,11:00:00 PM,1,0
L19,L19,16-02-15,9:47:00 PM,5,1
restaurant,S33,16-03-13,7:08:00 AM,5,9
L50,L50,16-03-25,9:35:00 PM,1,1
L24,L24,16-01-10,10:27:00 AM,3,6
N27,N27,16-01-14,7:26:00 AM,1,13
restaurant,S62,16-01-29,11:31:00 AM,1,14
S41,S41,16-01-24,11:15:00 PM,2,3
restaurant,S42,16-01-21,1:49:00 PM,4,9
S42,S42,16-01-22,6:23:00 PM,3,15
restaurant,S44,16-01-22,4:25:00 PM,5,9
S57,S57,16-01-21,7:56:00 AM,1,0
restaurant,S57,16-01-21,6:53:00 AM,3,10
X24,X24,16-02-06,12:06:00 PM,4,10
restaurant,L35,16-03-10,8:20:00 AM,2,14
restaurant,L35,16-03-11,6:06:00 AM,3,8
L35,L35,16-03-09,10:32:00 PM,5,11
L35,L35,16-03-14,5:27:00 PM,3,12
restaurant,L35,16-03-13,6:19:00 PM,4,0
L25,L25,16-02-06,4:49:00 PM,3,3
restaurant,L12,16-01-04,7:55:00 AM,3,4
restaurant,L12,16-01-03,6:02:00 AM,2,11
restaurant,L12,16-01-07,12:44:00 AM,5,0
L13,L13,16-01-03,6:16:00 PM,2,2
S79,S79,16-03-11,1:04:00 PM,5,13
restaurant,S80,16-03-11,11:38:00 AM,1,6
restaurant,S81,16-03-11,7:38:00 PM,1,7
restaurant,S45,16-01-26,8:17:00 PM,5,12
S45,S45,16-02-07,12:46:00 PM,1,10
S45,S45,16-02-02,12:23:00 AM,3,2
restaurant,S45,16-02-07,2:42:00 AM,2,5
S46,S46,16-02-07,12:02:00 PM,1,13
restaurant,S46,16-02-01,12:21:00 PM,3,7
restaurant,S46,16-01-23,3:15:00 PM,1,2
S46,S46,16-02-02,11:24:00 PM,1,5
S46,S46,16-01-25,2:21:00 PM,2,11
S47,S47,16-01-25,10:18:00 PM,5,2
restaurant,S47,16-02-06,12:12:00 AM,5,1
restaurant,S47,16-02-08,3:06:00 PM,4,9
restaurant,S47,16-02-04,3:11:00 PM,4,8
L36,L36,16-03-06,3:23:00 AM,5,9
restaurant,L36,16-03-04,6:01:00 AM,3,15
restaurant,L36,16-03-05,1:51:00 AM,1,15
restaurant,L36,16-03-06,10:04:00 AM,4,11
restaurant,L36,16-03-05,10:41:00 PM,2,0
L36,L36,16-03-09,12:16:00 PM,5,3
restaurant,L14,16-01-02,11:31:00 PM,1,7
L15,L15,16-01-02,12:38:00 PM,5,4
L12,L12,16-03-01,10:25:00 PM,3,0
restaurant,S40,16-03-30,3:30:00 AM,5,3
S41,S41,16-03-31,10:54:00 AM,4,12
L16,L16,16-01-12,11:23:00 AM,2,3
L16,L16,16-01-11,2:09:00 PM,4,9
restaurant,L17,16-01-12,7:32:00 AM,2,9
restaurant,L52,16-03-25,5:52:00 PM,5,14
restaurant,L37,16-03-17,2:27:00 PM,5,0
restaurant,L38,16-03-17,6:38:00 AM,2,7
restaurant,L38,16-03-18,4:32:00 AM,3,12
L20,L20,16-02-14,8:16:00 AM,3,10
S51,S51,16-02-26,9:49:00 PM,3,7
restaurant,L41,16-03-03,3:52:00 PM,5,13
restaurant,L32,16-01-12,10:43:00 PM,3,4
L32,L32,16-01-11,5:59:00 PM,1,8
S56,S56,16-02-10,1:21:00 AM,1,10
S57,S57,16-02-04,7:01:00 PM,5,0
restaurant,S58,16-02-06,5:56:00 AM,1,5
restaurant,S58,16-02-08,6:22:00 AM,3,5
S146,S146,16-03-27,5:00:00 PM,2,10
restaurant,S59,16-02-06,12:28:00 PM,5,1
restaurant,S60,16-02-08,1:23:00 PM,2,5
restaurant,N58,16-02-15,3:34:00 AM,5,5
N59,N59,16-02-17,1:34:00 AM,4,9
restaurant,N31,16-01-21,9:52:00 AM,2,15
N32,N32,16-01-20,2:46:00 PM,2,14
S63,S63,16-02-10,11:24:00 AM,2,5
S64,S64,16-02-10,10:02:00 AM,1,15
L18,L18,16-01-02,6:16:00 AM,2,7
restaurant,L18,16-01-04,7:34:00 PM,2,2
restaurant,L18,16-01-04,6:51:00 PM,3,10
restaurant,S39,16-02-17,4:21:00 AM,1,11
S39,S39,16-02-18,4:05:00 PM,2,9
restaurant,L33,16-02-21,12:02:00 PM,1,6
restaurant,L33,16-02-21,9:37:00 PM,4,5
restaurant,L20,16-01-09,8:11:00 AM,3,13
restaurant,L20,16-01-07,7:36:00 PM,4,7
restaurant,S65,16-02-09,7:30:00 PM,1,5
restaurant,S66,16-02-10,11:42:00 PM,1,11
restaurant,S48,16-01-23,12:10:00 AM,2,7
restaurant,S50,16-01-19,11:46:00 PM,5,12
S51,S51,16-01-20,2:19:00 AM,4,1
restaurant,S82,16-03-16,6:32:00 PM,4,2
S83,S83,16-03-17,2:43:00 PM,4,5
S84,S84,16-03-15,11:23:00 AM,1,8
restaurant,S53,16-02-27,9:43:00 PM,5,7
L22,L22,16-02-17,6:30:00 AM,4,6
restaurant,L22,16-02-23,7:13:00 AM,2,5
L22,L22,16-02-18,4:17:00 AM,3,2
restaurant,L22,16-02-22,6:09:00 AM,3,4
restaurant,D31,16-01-18,11:03:00 AM,3,0
restaurant,S86,16-02-10,5:14:00 PM,2,14
S97,S97,16-02-14,6:31:00 PM,1,4
S114,S114,16-01-12,9:14:00 AM,1,5
S115,S115,16-01-10,3:25:00 PM,1,7
restaurant,L34,16-01-26,3:12:00 PM,1,13
restaurant,L34,16-01-23,3:31:00 PM,3,8
restaurant,S116,16-01-08,11:00:00 AM,3,3
restaurant,S116,16-01-17,12:39:00 AM,5,10
restaurant,S117,16-01-08,3:39:00 AM,4,0
restaurant,S117,16-01-17,3:38:00 PM,2,10
restaurant,L52,16-03-09,7:01:00 PM,3,5
L52,L52,16-03-11,5:58:00 AM,1,8
restaurant,L52,16-03-09,10:46:00 PM,2,7
S81,S81,16-01-28,7:47:00 AM,3,6
restaurant,S83,16-01-28,4:17:00 AM,1,9
restaurant,S84,16-01-26,5:45:00 AM,4,6
restaurant,S85,16-01-27,12:19:00 PM,1,14
L34,L34,16-01-13,9:38:00 AM,1,0
L34,L34,16-01-13,10:57:00 PM,3,7
L34,L34,16-03-26,9:40:00 PM,2,7
L34,L34,16-03-25,1:02:00 AM,2,3
L34,L34,16-03-20,4:18:00 PM,1,11
restaurant,S106,16-03-05,7:43:00 AM,2,15
restaurant,S107,16-03-04,4:14:00 PM,3,0
S68,S68,16-01-14,10:42:00 AM,3,6
restaurant,S76,16-01-14,9:02:00 PM,1,1
restaurant,L23,16-02-22,7:28:00 AM,5,10
S53,S53,16-01-28,12:07:00 AM,5,5
restaurant,S55,16-01-22,5:48:00 PM,1,2
L21,L21,16-01-08,7:56:00 PM,2,5
restaurant,L58,16-01-13,2:31:00 AM,5,7
restaurant,L58,16-01-13,9:21:00 AM,2,6
restaurant,L59,16-01-15,6:44:00 AM,4,6
restaurant,S119,16-01-10,11:41:00 PM,4,4
restaurant,S107,16-03-24,6:49:00 PM,4,15
S108,S108,16-03-24,12:52:00 PM,5,0
restaurant,S64,16-03-06,2:35:00 PM,1,8
restaurant,S65,16-03-05,8:35:00 AM,5,1
restaurant,L40,16-01-17,7:44:00 AM,5,11
L24,L24,16-03-21,10:56:00 AM,2,6
S54,S54,16-03-11,8:08:00 AM,4,0
restaurant,S61,16-03-14,2:31:00 PM,3,13
S61,S61,16-03-10,2:40:00 AM,1,11
restaurant,S62,16-03-14,12:50:00 AM,5,0
L37,L37,16-03-06,3:43:00 PM,5,2
S68,S68,16-03-12,2:43:00 PM,1,14
restaurant,S69,16-03-12,6:20:00 PM,3,15
S69,S69,16-03-10,2:39:00 PM,5,3
restaurant,S69,16-03-07,12:48:00 AM,2,13
S71,S71,16-03-03,4:46:00 AM,3,15
restaurant,S71,16-03-06,11:17:00 PM,5,11
L45,L45,16-02-23,8:34:00 PM,2,0
restaurant,S36,16-02-12,7:16:00 AM,1,13
S37,S37,16-02-13,1:14:00 AM,4,6
S64,S64,16-02-13,8:41:00 AM,1,1
L13,L13,16-03-02,1:49:00 AM,2,12
restaurant,L38,16-03-07,10:34:00 PM,1,6
restaurant,S66,16-02-13,12:40:00 PM,2,7
restaurant,S67,16-02-12,8:38:00 AM,3,7
restaurant,L39,16-03-14,9:30:00 AM,2,8
restaurant,L39,16-03-17,2:18:00 PM,4,3
restaurant,L39,16-03-20,6:17:00 AM,5,13
L39,L39,16-03-15,12:14:00 PM,4,6
N89,N89,16-02-03,9:21:00 PM,1,14
restaurant,N91,16-02-05,12:12:00 AM,1,5
N92,N92,16-02-07,12:42:00 AM,3,5
restaurant,L23,16-02-28,4:46:00 PM,2,7
L23,L23,16-02-27,5:22:00 AM,2,3
restaurant,S86,16-03-15,7:31:00 PM,2,5
restaurant,S86,16-03-18,10:43:00 AM,1,15
S90,S90,16-03-12,1:21:00 PM,1,9
X50,X50,16-01-22,12:11:00 AM,2,2
L35,L35,16-01-23,10:46:00 AM,2,15
L35,L35,16-01-23,9:57:00 AM,4,5
L35,L35,16-01-22,3:18:00 PM,5,8
restaurant,L35,16-01-28,11:19:00 AM,4,13
restaurant,L36,16-01-27,11:28:00 AM,5,8
restaurant,L19,16-01-04,1:29:00 PM,4,14
restaurant,S69,16-02-11,9:06:00 AM,5,5
L35,L35,16-03-26,7:57:00 PM,5,3
restaurant,L35,16-03-26,1:10:00 AM,2,0
restaurant,L35,16-03-28,8:56:00 PM,4,7
restaurant,S72,16-02-11,5:41:00 PM,4,13
S73,S73,16-02-09,3:10:00 PM,2,9
restaurant,S63,16-01-30,2:47:00 AM,4,8
restaurant,S63,16-01-31,3:17:00 AM,1,1
S66,S66,16-02-01,8:59:00 AM,3,3
S66,S66,16-02-03,9:49:00 PM,2,2
S67,S67,16-02-02,4:37:00 PM,3,2
restaurant,S67,16-01-31,4:40:00 AM,1,1
S103,S103,16-02-14,5:14:00 AM,3,0
restaurant,N132,16-03-19,3:26:00 AM,3,4
S42,S42,16-02-19,9:48:00 PM,2,11
S111,S111,16-03-22,4:07:00 PM,2,8
restaurant,S69,16-02-01,5:31:00 AM,2,14
restaurant,L41,16-03-17,2:07:00 PM,2,10
L41,L41,16-03-20,4:37:00 AM,1,14
L41,L41,16-03-17,6:54:00 PM,4,9
restaurant,L41,16-03-19,11:26:00 PM,1,13
restaurant,L39,16-03-06,2:31:00 PM,5,4
restaurant,L39,16-03-07,4:46:00 PM,3,1
restaurant,L39,16-03-02,7:11:00 AM,3,0
restaurant,L39,16-03-07,9:59:00 AM,5,13
restaurant,L39,16-03-05,5:09:00 PM,3,1
restaurant,L39,16-02-29,8:05:00 PM,5,2
L41,L41,16-03-07,5:55:00 AM,5,3
L41,L41,16-03-12,8:19:00 AM,4,7
restaurant,L41,16-03-07,9:30:00 PM,1,3
restaurant,L41,16-03-10,7:03:00 PM,5,12
restaurant,S44,16-03-30,5:23:00 AM,4,14
S45,S45,16-03-31,4:32:00 AM,1,13
L37,L37,16-01-23,3:01:00 PM,1,6
S88,S88,16-02-06,4:05:00 AM,1,7
restaurant,S89,16-02-04,8:02:00 AM,2,14
restaurant,S97,16-02-05,1:58:00 PM,1,0
S98,S98,16-02-07,9:47:00 AM,2,4
restaurant,L22,16-02-12,10:14:00 AM,5,3
restaurant,L23,16-02-04,11:41:00 PM,2,9
restaurant,L23,16-02-04,4:18:00 AM,2,0
S49,S49,16-02-14,11:37:00 PM,1,2
S74,S74,16-03-11,4:09:00 AM,1,2
S74,S74,16-03-07,5:46:00 PM,3,3
restaurant,S61,16-01-21,9:34:00 PM,1,13
restaurant,S62,16-01-23,6:19:00 PM,4,6
L42,L42,16-03-04,3:04:00 AM,3,10
restaurant,L42,16-03-07,3:11:00 AM,4,15
restaurant,L42,16-03-06,6:52:00 AM,2,10
restaurant,L42,16-03-09,4:23:00 AM,1,14
L33,L33,16-01-11,12:02:00 PM,2,1
restaurant,L21,16-01-06,3:54:00 PM,2,13
L15,L15,16-02-20,4:08:00 AM,1,10
restaurant,X51,16-01-27,12:11:00 AM,4,11
restaurant,L17,16-03-27,2:28:00 PM,4,3
S54,S54,16-01-18,10:09:00 AM,1,6
S55,S55,16-01-18,1:45:00 AM,2,12
restaurant,L30,16-02-06,2:16:00 PM,1,15
restaurant,L30,16-02-05,12:08:00 PM,5,4
restaurant,L49,16-02-06,6:28:00 PM,3,7
restaurant,L49,16-02-04,8:15:00 AM,2,13
restaurant,L42,16-03-16,11:12:00 AM,2,9
restaurant,L42,16-03-16,8:56:00 AM,3,13
restaurant,S63,16-01-23,6:06:00 PM,1,13
S63,S63,16-01-21,7:56:00 PM,3,15
restaurant,S63,16-01-28,1:03:00 PM,1,10
S63,S63,16-01-18,10:51:00 PM,1,12
restaurant,S64,16-01-28,10:43:00 PM,2,6
restaurant,S64,16-01-23,2:15:00 AM,5,15
S64,S64,16-01-14,12:13:00 PM,2,5
S64,S64,16-01-11,1:33:00 AM,4,12
restaurant,S65,16-01-23,8:21:00 AM,1,15
restaurant,S65,16-01-12,2:08:00 AM,3,11
S65,S65,16-01-17,3:14:00 PM,3,5
S66,S66,16-01-20,2:51:00 AM,2,2
restaurant,S66,16-01-26,5:27:00 AM,3,5
restaurant,S66,16-01-22,10:37:00 PM,5,0
L30,L30,16-01-21,8:08:00 AM,3,8
restaurant,L30,16-01-22,6:03:00 AM,1,12
L43,L43,16-03-03,7:33:00 AM,4,5
L43,L43,16-03-07,11:37:00 PM,3,15
L27,L27,16-02-24,12:20:00 PM,5,3
restaurant,L27,16-02-19,10:46:00 PM,2,5
restaurant,L27,16-02-20,7:40:00 PM,1,5
restaurant,L28,16-02-19,9:26:00 PM,5,13
L33,L33,16-03-12,4:13:00 PM,1,12
L43,L43,16-03-11,5:27:00 AM,2,13
restaurant,N104,16-02-17,2:57:00 AM,2,1
restaurant,N105,16-02-21,11:20:00 AM,4,11
S88,S88,16-02-12,4:13:00 AM,5,14
restaurant,L2,16-01-06,12:10:00 PM,1,7
L24,L24,16-02-13,11:04:00 PM,2,13
restaurant,S99,16-02-05,10:55:00 PM,4,15
restaurant,S120,16-02-05,3:12:00 AM,1,6
L60,L60,16-01-13,12:40:00 PM,2,3
L29,L29,16-02-25,6:01:00 AM,3,0
restaurant,L29,16-02-23,9:58:00 PM,1,6
restaurant,L29,16-02-25,1:58:00 PM,1,13
L29,L29,16-02-23,6:26:00 PM,4,15
restaurant,L30,16-02-22,9:34:00 AM,2,0
restaurant,L30,16-02-22,10:59:00 PM,5,10
L38,L38,16-01-22,10:59:00 PM,5,12
restaurant,L38,16-01-23,9:44:00 AM,1,6
S63,S63,16-02-28,12:52:00 PM,1,3
restaurant,S64,16-03-02,2:05:00 PM,1,11
